state,migpuma_name,net migration,raw net migration,migpuma1,n_obs_for_median_real_wage,mean_nominal_wage,median_nominal_wage,median_real_wage,mean_real_wage,migpuma_population,top_place_population,proportion_in_named_place,n_out,n_in,n_obs_n_in,net migration (not foreign)
Tennessee,"Robertson, Dickson, Cheatham & Hickman Counties",4.199867675402008e-4,73,400,506,95690.18407203836,83441.63829787204,68288.6744186045,80311.26838966203,173815,173815,1,939,1012,56,3.049218997209677e-4
Missouri,St. Louis County,4.066412567485419e-4,394,1800,5450,124339.96704246214,96000,77785.46808510623,104800.61618663595,968913,968913,1,14103,14497,566,5.263630480755238e-5
South Carolina,Spartanburg County,3.944184459913228e-4,111,300,928,90468.26859411699,80041.81818181818,65871.875,76320.86248741751,281427,281427,1,2203,2314,105,-1.421327733302064e-4
Washington,Benton & Franklin Counties,3.9334151483684195e-4,125,10700,1115,108493.90712277414,96007.52173913036,79728.768,92094.41358950328,317790,108084,0.34011139431700177,2800,2925,145,2.7061896220774727e-4
Ohio,Stark County,3.8170640457845455e-4,151,3190,1228,97861.19785145683,84492,71281.53846153885,83489.97318185332,395592,395592,1,2503,2654,123,2.1992355760480496e-4
California,Fresno County,3.8168688153093517e-4,350,1900,2446,105325.95755824061,83629,66201.12499999997,85818.16261735049,916982,916982,1,5272,5622,273,2.0392984813224252e-4
Pennsylvania,Bucks County,3.788003557429428e-4,230,3000,3046,145217.46574072752,120599.84313725446,95294.88888888864,118992.3431488585,607180,607180,1,6905,7135,283,-4.7432392371290225e-4
Mississippi,Three Rivers Region,3.7029631110814873e-4,50,400,425,82732.55846115162,69245.90163934417,56067.66666666666,68908.02891626855,135027,135027,1,1407,1457,61,3.184548275530079e-4
Maine,Northeast Maine,3.681262374513725e-4,37,100,441,73887.62497659614,56074.647058823415,45980.45070422535,61980.009923235346,100509,100509,1,657,694,41,2.785820175307684e-4
Michigan,Macomb County,3.6692105735011747e-4,309,3000,2399,103005.12597994815,91242,75750.98275862072,86676.66691132836,842143,842143,1,6445,6754,231,-6.4122126527205e-5
Kansas,Wyandotte County,3.6068994834404666e-4,56,500,350,77727.06107290233,68684.07407407412,54411.363636363654,63748.766162310865,155258,155258,1,1045,1101,49,2.383130015844594e-4
Florida,Pasco County,3.539744695913807e-4,160,10100,1875,98407.45063064921,82559.48437500064,66225.22580645212,80161.64838299481,452010,452010,1,3508,3668,209,2.0796000088493618e-4
Kentucky,KIPDA Area Development District,3.533080174901163e-4,258,1700,4749,105409.30052897363,83629,68135.60869565218,89101.51798110618,730241,730241,1,10539,10797,595,3.0127040251095186e-5
Pennsylvania,Allegheny County,3.478857203731199e-4,418,1700,6704,110308.98724810875,88100,73132.32727272726,93623.4192093165,1201544,904356,0.752661575439601,20328,20746,849,-5.551190801169162e-4
Pennsylvania,Chester County,3.455077960218393e-4,172,3400,3193,157308.01513356838,128147.10344827961,102788.81395348841,130438.30963894037,497818,497818,1,6956,7128,277,-5.403581228481092e-4
Illinois,Rock Island County,3.324091886386783e-4,47,105,502,93870.86799598976,81011,67768.0909090909,79672.11830232818,141392,141392,1,1165,1212,60,-2.475387574968881e-4
Indiana,Hendricks County,3.30937346941477e-4,50,2200,573,112331.0794605431,101263.46153846153,83722.37209302327,94704.56296701294,151086,151086,1,1594,1644,51,3.30937346941477e-4
Oklahoma,Cleveland County,3.3072138602326323e-4,88,900,726,93955.96856557377,77000,62699.600000000006,78453.5300409836,266085,266085,1,3477,3565,94,-4.359509179397561e-4
Illinois,Lake County,3.260299683222233e-4,222,3300,4367,158268.03554691825,126445.03225806501,99071.80769230778,129530.22681147834,680919,680919,1,9244,9466,446,-6.138762466607628e-4
Pennsylvania,"Clearfield, McKean, Elk, Potter & Cameron Counties",3.258409314395769e-4,56,300,609,83977.53913842922,72130,61912.88888888887,72809.78972944575,171863,171863,1,911,967,56,3.258409314395769e-4
California,Merced County,3.1597074110937325e-4,80,4700,430,92800.62161490684,81050.66176470587,64794.47499999995,75444.64894409938,253188,253188,1,761,841,44,1.1848902791601498e-4
Georgia,Northwest Georgia Regional Commission,3.1513134674532344e-4,50,2500,401,92049.61996842937,81013.26829268291,66711.59999999999,77521.70836621942,158664,158664,1,860,910,50,3.1513134674532344e-4
Nebraska,North Central & Northwest Nebraska,3.1121900036457084e-4,35,100,442,78056.0064194943,66000.00000000015,55001.388888888934,64951.814620725796,112461,112461,1,943,978,53,2.0451534309671798e-4
Connecticut,"West Hartford, Farmington, Simsbury, Bloomfield, Avon & Canton Towns",3.1045327332006117e-4,269,300,5282,130632.15963953678,105313.14705882345,84165.7037037035,107545.34403033763,866475,157911,0.18224530424997837,11124,11393,537,-6.68224703540206e-4
Indiana,Lake County,3.0827045594668387e-4,147,100,1368,98478.9266649391,83238.50000000154,68240.00000000007,82696.40826639025,476854,476854,1,3372,3519,131,2.8310552076736274e-4
Georgia,Three Rivers Regional Commission,3.0096308186195825e-4,33,2300,229,97532.27628702048,78363.14814814806,63337.81818181818,84157.45219638242,109648,109648,1,570,603,24,3.0096308186195825e-4
Texas,Coastal Bend COG,2.996128304104114e-4,103,6600,1044,100358.22600752284,80052.94117647047,64384.032258064406,83056.49897904352,343777,343777,1,3161,3264,166,1.7453174587014256e-5
Florida,Hernando County,2.9503320628842205e-4,49,5301,389,84879.02394544877,72127,57245.54545454548,70731.35125277513,166083,166083,1,737,786,50,-5.418977258358773e-5
Georgia,Georgia Mountains Regional Commission,2.852485737571312e-4,35,3200,321,92421.89847465967,71980,55732.344827586225,76731.92701328523,122700,122700,1,566,601,37,2.852485737571312e-4
Virginia,Mount Rogers Planning District Commission,2.812711291413117e-4,52,51020,553,82745.9928755195,72119.05405405407,58938.877192982465,69667.4961409064,184875,184875,1,1055,1107,55,2.812711291413117e-4
New Mexico,Central Southeast New Mexico,2.7788137390401393e-4,38,1100,287,76678.75076085216,66982.4074074074,54427.704545454544,64257.98766618613,136749,136749,1,1172,1210,53,1.0237734828042619e-4
Texas,Brazos Valley COG,2.726679585934229e-4,56,3602,973,92985.81266129456,71897,58208.66000000004,76474.9964186022,205378,205378,1,4391,4447,205,-0.0018307705791272679
Oregon,North Central Oregon,2.702678354249061e-4,30,200,413,83793.97219762705,68911.74999999997,54810.71875,68225.22277315389,111001,111001,1,778,808,60,9.909820632246556e-5
New York,St. Lawrence County,2.7016561151986166e-4,30,100,506,84305.70435424354,72929.2727272727,60308.207547169804,69994.42464944649,111043,111043,1,1094,1124,64,1.9812144844789855e-4
Illinois,McHenry County,2.633172709798036e-4,80,3600,1381,130179.68545387528,113344,90048.36231884062,105862.92855946119,303816,303816,1,2004,2084,104,1.0203544250467388e-4
Michigan,Northwest Lower Peninsula,2.6226068712300026e-4,38,400,758,82545.40924176665,67951.99999999999,56313.99999999998,68110.68215471024,144894,144894,1,894,932,68,2.2085110494568443e-4
Connecticut,Middlesex County,2.598559655505234e-4,42,700,1014,136843.75770416023,115466.38461538457,92448.79310344807,112168.0371725732,161628,161628,1,2127,2169,100,-1.9798549756230356e-4
Indiana,Kosciusko & Marshall Counties,2.5703637064644646e-4,32,800,412,99985.89151515151,79054.50877192982,69014.63636363635,86235.14424242424,124496,124496,1,737,769,44,2.2490682431564065e-4
Virginia,Arlington County,2.5274341488520853e-4,55,1300,2982,154663.81502272547,123647,95158.73684210531,125348.08370943306,217612,217612,1,14681,14736,673,-0.006428873407716486
Idaho,Kootenai County,2.497096629712279e-4,63,190,818,80286.43921468312,68945.46666666667,55291,65234.08876382938,252293,137119,0.5434910996341555,2327,2390,115,9.512749065570587e-5
Minnesota,Dakota County,0.00024044890338125135,98,1500,1653,127898.55979879672,108706.9999999997,89131.10447761191,107864.23657165401,407571,407571,1,5457,5555,152,-1.962848190867358e-4
Tennessee,"Bradley, McMinn & Polk Counties",2.4038606001237987e-4,40,1900,361,90093.76268711209,76035,63073.91999999994,76518.91931361811,166399,166399,1,798,838,35,1.7427989350897542e-4
Ohio,Greene County,2.393959855134737e-4,39,4700,777,107459.42933256946,95188,77144.61016949154,89797.42303065024,162910,162910,1,2588,2627,104,-4.1740838499785155e-4
Oregon,Douglas County,2.384563291078872e-4,25,1000,175,84244.90306265805,66917.33333333333,54449.070175438595,68855.67687552683,104841,104841,1,660,685,32,2.384563291078872e-4
Kentucky,Barren River Area Development District,2.3816895705813703e-4,40,400,347,76488.92554557124,73175.6,61766.66666666667,64063.664955070606,167948,167948,1,612,652,31,1.607640460142425e-4
Iowa,South Central Iowa,2.340232338266543e-4,25,1800,374,77587.39987445073,67439.36363636356,55755.57142857138,65346.34274952919,106827,106827,1,401,426,28,2.340232338266543e-4
Virginia,Central Shenandoah Planning District Commission,2.2836404932663465e-4,37,51080,471,89185.35753703165,74171.42857142854,60442.69999999999,72945.1762997386,162022,162022,1,1132,1169,49,2.2836404932663465e-4
Indiana,"Huntington, Whitley, Adams & Wells Counties",2.257472233091533e-4,30,900,396,94974.38515792701,88227.57894736843,75106.78125,81491.40263722785,132892,132892,1,355,385,23,3.762453721819222e-5
Iowa,"Dubuque, Buchanan, Jackson & Delaware Counties",2.2106631989596878e-4,34,700,544,96346.92101483964,84149.12658227846,72320.55445544554,81597.795117281,153800,153800,1,1338,1372,65,-4.811443433029909e-4
Virginia,Roanoke Valley-Alleghany Regional Commission,2.1831577070079362e-4,71,51000,1267,96540.01394775372,82796.3578947368,69424.49999999988,80745.76042228559,325217,325217,1,3943,4014,172,-5.934499119049742e-4
Wyoming,"Campbell, Goshen, Platte, Johnson, Washakie, Weston, Crook & Niobrara Counties",2.169882037321971e-4,22,200,298,100431.3017452007,85710.62962962965,72658.80000000006,85789.930017452,101388,101388,1,638,660,29,2.169882037321971e-4
Virginia,Thomas Jefferson Planning District Commission,2.1073927337098542e-4,50,51001,1385,111520.84468875243,88201.00000000044,70996.8888888889,91664.05460161048,237260,237260,1,4101,4151,199,-0.001053696366854927
California,"Colusa, Glenn, Tehama & Trinity Counties",2.1015290725531896e-4,25,1100,256,90511.01011410788,69326.5384615387,57684.76000000003,73167.35969917012,118961,118961,1,384,409,22,2.1015290725531896e-4
Florida,Escambia County,2.0887494731502444e-4,56,3300,1101,86422.75671523441,68994,53296.53448275868,70900.55748835365,268103,268103,1,2849,2905,161,-4.8115836077925275e-4
Florida,Nassau & Baker Counties,2.0358513421349974e-4,20,8900,229,97584.19764140643,85048.88888888889,66011.3103448276,79043.72854335008,98239,98239,1,489,509,29,-3.6645324158429953e-4
Texas,Johnson County,2.0115371388155291e-4,31,2102,403,99792.35254237289,95591.33333333336,77528,82043.14915254238,154111,154111,1,900,931,47,2.0115371388155291e-4
Massachusetts,Barnstable County,1.9959820014492564e-4,46,4790,1324,109015.70095843972,86201.97959183587,64506.33333333325,86213.55539279287,230463,125309,0.543727192651315,1956,2002,106,7.810364353497091e-5
Alabama,Mobile City,1.9809722403232112e-4,76,2700,1169,91942.13319970129,78164.70588235286,63619.032258064435,76908.09711905042,383650,199514,0.5200417046787437,3143,3219,146,-1.9288413918936532e-4
New York,Chemung,1.91173807176061e-4,38,2400,948,104116.33908401671,82253.43529411766,69188.38095238102,89147.95164784156,198772,100931,0.5077727245286057,1634,1672,100,8.552512426297466e-5
West Virginia,"Ohio, Marshall, Hancock & Brooke Counties",1.903568397591986e-4,24,100,473,89049.20243277849,72055.65217391304,63328.54545454538,78039.33610755442,126079,126079,1,781,805,44,-2.3794604969899825e-5
South Carolina,Anderson County,1.883350642222569e-4,35,200,464,96176.05936675462,84805.44680851071,71582.93478260872,82443.18215952913,185839,185839,1,1069,1104,48,-7.371972513842627e-4
Wyoming,"Natrona, Carbon & Converse Counties",1.870015240624211e-4,20,400,371,100172.36196414653,83629,65195.11111111111,83864.21044427124,106951,106951,1,978,998,49,8.41506858280895e-5
Ohio,"Defiance, Williams, Henry & Paulding Counties",1.845521801229278e-4,23,100,375,90382.23566627126,75711.0697674419,60983.9787234043,76353.75642546461,124626,124626,1,519,542,32,1.845521801229278e-4
New York,Nassau County,1.7878924849693193e-4,231,3200,7969,169570.13179949674,134681,100739.59374999956,133589.22597170327,1292024,1292024,1,10458,10689,521,-1.2538466777706916e-4
Maine,Northwest Maine,1.7599312922823493e-4,25,200,500,73633.33042061611,60000,50109.857142857145,60772.54369075829,142051,142051,1,532,557,30,1.7599312922823493e-4
Georgia,Northwest Georgia Regional Commission,1.7370513043211706e-4,17,2700,225,103447.84024896266,83019.65000000004,68990.08000000005,89531.17323651453,97867,97867,1,374,391,18,6.130769309368837e-5
Ohio,Summit County,1.7223397028007158e-4,90,1800,2374,109363.57967233848,90000,74055.96774193548,93049.6402640264,522545,522545,1,5350,5440,250,-2.8131548479078355e-4
Alabama,St. Clair & Blount Counties,1.6851545213428484e-4,23,800,243,95803.06303267046,83629,69242.14705882352,81544.87269176137,136486,136486,1,595,618,25,1.6851545213428484e-4
Minnesota,Southwest Minnesota,1.645591546856054e-4,19,2100,618,84157.50189564904,73175,63177.63157894736,71968.73208160317,115460,115460,1,474,493,40,1.645591546856054e-4
California,Madera County,1.5675768112637518e-4,22,3900,199,95214.77303037787,83680.59999999999,62711.31428571429,75755.07631513954,140344,140344,1,229,251,12,1.2825628455794333e-4
Georgia,Northwest Georgia Regional Commission,1.5475085112968121e-4,26,2600,435,90539.2750929368,78962.43478260869,65120,75252.6946362188,168012,168012,1,588,614,33,1.5475085112968121e-4
Maryland,Baltimore County,1.5368143236175338e-4,121,500,4719,123521.7971973006,100618.8999999995,80800.14583333333,102014.87619165254,787343,787343,1,10352,10473,488,-4.3437231295636084e-4
Maryland,Harford County,1.5355245683930943e-4,37,600,1396,127337.2642777983,114559,90513.52941176473,104799.78145548578,240960,240960,1,2321,2358,120,-4.150066401062417e-5
Kansas,North Central Kansas,1.529615440772595e-4,22,200,604,76151.28346820809,67924.99999999993,56437.9999999996,63272.91398843931,143827,143827,1,1049,1071,58,-3.8935665765120594e-4
Michigan,"Tuscola, Sanilac & Huron Counties",1.5146442180449929e-4,19,1600,493,83359.31145403173,72929.38461538461,60211.07692307691,70873.79004564225,125442,125442,1,458,477,38,1.5146442180449929e-4
Ohio,"Athens, Gallia & Meigs Counties",1.514058478282167e-4,17,5000,339,79560.74262599023,68063.99999999996,53412.244444444455,66631.8054946907,112281,112281,1,801,818,45,1.514058478282167e-4
Nevada,"Carson City, Lyon, Douglas & Storey Counties",1.4720051386361204e-4,22,200,475,98786.95402578448,83159.92307692299,67867.65957446804,81089.7285332036,149456,149456,1,1312,1334,61,-2.6763729793384007e-5
New York,Columbia & Greene Counties,1.4561410321127635e-4,15,2100,550,106021.70671280277,83167.10638297879,66838.92857142871,87009.12429065743,103012,103012,1,608,623,45,-1.9415213761503513e-5
Florida,Marion County,1.4227716253015118e-4,43,8300,546,89739.26098126969,74057.31707317072,58227.928571428485,75804.81543179181,302227,302227,1,1527,1570,66,-4.466841149202421e-4
Pennsylvania,Lycoming & Clinton Counties,1.411129104873771e-4,21,900,692,92972.86084289447,81011,66757.63636363634,77923.55356128592,148817,148817,1,803,824,56,1.411129104873771e-4
West Virginia,"Berkeley, Jefferson, Mineral, Hampshire & Morgan Counties",1.391457349587949e-4,31,400,658,98057.35854283538,87084.94594594593,70391.84905660347,81931.43624904772,222788,222788,1,1481,1512,61,8.528286981345495e-5
North Carolina,Wilson & Greene Counties,1.33625253117066e-4,13,1000,249,88342.4346017883,66858.22222222223,54401.700000000004,72548.85506342274,97287,97287,1,441,454,20,1.33625253117066e-4
Georgia,Southwest Georgia Regional Commission,1.3102496462325956e-4,15,900,404,82782.65154819014,68480.50000000001,56632.526315789466,68293.05364151766,114482,114482,1,979,994,54,2.620499292465191e-5
Iowa,Woodbury & Plymouth Counties,1.305760033949761e-4,16,2000,353,92789.40844079718,85492.76,72883,79417.10082063306,122534,122534,1,871,887,23,-2.0402500530465015e-4
Tennessee,"Campbell, Claiborne, Scott, Morgan & Hancock Counties",1.1908913821995764e-4,14,900,196,90276.07418111754,72993.99999999999,59669.32432432432,77438.00867052023,117559,117559,1,208,222,18,1.1908913821995764e-4
Indiana,"Greene, Daviess, Owen, Orange & Martin Counties",1.1904090621456183e-4,19,2700,370,80954.89894736842,75590.38571428567,63100.42307692304,68561.28340080971,159609,159609,1,585,604,33,1.1904090621456183e-4
Texas,West Central Texas COG,1.1891279728199321e-4,21,2600,604,81964.09239049185,68005.55,57880.00000000006,70528.67723127523,176600,176600,1,782,803,59,1.1891279728199321e-4
Idaho,Bingham,1.1178966980643826e-4,27,1190,887,78916.41118631992,67695.51666666669,55076.40350877195,65747.37349483435,241525,121803,0.5043080426456888,2211,2238,109,-1.2421074422937583e-4
New York,NYC-Brooklyn Community District 18,1.1036571400089955e-4,279,4000,13752,115559.47997739262,88856,66298.06451612915,90914.8384853052,2527959,201088,0.07954559389610354,37861,38140,1933,-6.653588922921614e-4
