state,migpuma_name,net migration,raw net migration,migpuma1,n_obs_for_median_real_wage,mean_nominal_wage,median_nominal_wage,median_real_wage,mean_real_wage,migpuma_population,top_place_population,proportion_in_named_place,n_out,n_in,n_obs_n_in,net migration (not foreign)
North Carolina,Gaston County,0.0010501231875277676,208,3000,800,96257.72032440403,81104,64804.65384615385,80904.60850331777,198072,198072,1,1518,1726,87,0.0010501231875277676
Connecticut,Tolland County,0.001046461523730054,153,1300,791,129198.14812929499,115122.3529411762,91752.27272727247,106411.35530669382,146207,146207,1,1399,1552,75,5.950467487876777e-4
California,Kern County,0.0010434799509722343,859,2900,1496,114154.8153865076,95826,76350.49999999997,94210.13240268127,823207,823207,1,4446,5305,216,8.80701937665739e-4
Wisconsin,Northwest Wisconsin,0.0010419800965085308,187,100,979,82263.197487584,70966,57296.40000000018,68227.96289804265,179466,179466,1,1100,1287,91,9.862592357326736e-4
Louisiana,Acadiana Regional Development District 5,0.0010348709134702671,171,1300,321,102648.72410329986,85154.11764705881,73827.2156862745,89623.08220946915,165238,165238,1,484,655,25,9.440927631658578e-4
Minnesota,Hennepin County,0.0010312985945262105,1213,1400,5531,126013.70272704582,98405.05263157983,78911.91111111149,105008.07861010732,1176187,1176187,1,27926,29139,826,-4.752645625227961e-4
Missouri,St. Louis City,0.0010301976691777736,304,1900,1695,87249.46951582364,65000,51427.142857142775,72382.03364890451,295089,295089,1,7348,7652,336,1.2199709240263107e-4
Tennessee,"Cumberland, White, Fentress & Van Buren Counties",0.0010298661174047373,105,800,208,83892.11492046078,70358.29090909091,58176.64999999994,71543.24273176084,101955,101955,1,391,496,25,0.0010298661174047373
New Hampshire,Hillsborough County,0.0010288094736595754,1099,290,5524,121012.2517427615,102263.85567010278,80521.66666666593,97956.66441488077,1068225,236854,0.22172669615483628,12610,13709,576,4.240679632099979e-4
Pennsylvania,Butler County,0.0010181755161283335,188,1600,1053,122537.49301556835,101861.49999999949,84561.37614678899,103054.18655363617,184644,184644,1,1919,2107,97,8.232057364441845e-4
Texas,Tarrant County,0.0010178152961082543,1875,2500,8377,115516.34823620778,94000,75102.66666666605,95542.27658532214,1842181,1263364,0.6857979753346712,25087,26962,1209,3.6912768072192687e-4
California,Orange County,9.97972972972973e-4,2954,5900,14852,138170.79657541137,113343,84327.11999999578,107101.50481045352,2960000,2960000,1,48116,51070,2155,3.030405405405405e-4
West Virginia,"Jackson, Wetzel, Roane, Braxton, Ritchie, Tyler, Gilmer & Calhoun Counties",9.957224576055924e-4,98,600,227,89304.1976582102,76399.00000000006,66285.47169811321,79478.93086144411,98421,98421,1,265,363,18,9.957224576055924e-4
Louisiana,Kisatchie Delta Regional Planning & Development District 2,9.91269661176864e-4,166,700,640,103972.6110988526,82431,67042.38709677418,89365.79512356575,167462,167462,1,1061,1227,104,6.926944620272062e-4
Michigan,St. Clair County,9.859252845595252e-4,156,3100,401,96690.66112185687,78452.12,63987.727272727265,81354.22166344294,158227,158227,1,844,1000,47,9.227249458057096e-4
Florida,Duval County,9.81520795666659e-4,804,3100,3570,100036.61993238638,80000,63436.259259258884,82267.89401292293,819137,819137,1,12217,13021,574,2.832249062122697e-4
Oregon,Marion County,9.811081123987935e-4,309,1100,909,88345.0786516854,76130.93103448272,59756.57142857141,71370.47955519518,314950,314950,1,2566,2875,135,9.334815050007938e-4
Texas,Parker County,9.750237226753954e-4,112,2400,497,133560.71004621746,113945.40425531933,93589.07692307697,111299.7657504257,114869,114869,1,710,822,42,7.051510851491699e-4
Texas,Golden Crescent Regional Planning Commission,9.736095638416387e-4,104,5600,305,98921.54889931432,90892.6666666668,74760.4761904762,83672.03247924936,106819,106819,1,971,1075,50,3.6510358644061447e-4
Texas,Houston-Galveston Area Council,9.701519602509701e-4,107,4400,182,119229.55427147065,100133.36363636363,80805.75581395348,102029.60049852708,110292,110292,1,565,672,21,9.701519602509701e-4
Hawaii,Hawaii County,9.687191771170918e-4,165,200,521,83523.98700526584,70967.24210526315,55208.53773584905,65193.89018175641,170328,170328,1,1140,1305,51,4.4619792400544834e-4
Pennsylvania,Montgomery County,9.681099092428229e-4,774,3100,5076,141525.52581125547,113343,90610.69999999786,116786.48371246913,799496,799496,1,12168,12942,541,3.164493630987522e-4
Illinois,DeKalb County,9.664686253764141e-4,95,2601,389,93027.87064368102,78354.32812500001,63521.454545454544,76868.89358799455,98296,98296,1,1315,1410,48,5.697078212745178e-4
Texas,San Antonio City,9.659306602737179e-4,1631,5900,6895,101294.6219872963,81538,65498.142857142775,83058.83111891465,1688527,1055241,0.6249476614824637,23125,24756,1084,9.238821765953402e-5
Tennessee,Rutherford County,9.659060306289162e-4,269,2400,1168,92070.89272405616,78948.36170212748,64192.999999999905,76624.88993864569,278495,278495,1,3847,4116,155,4.272967198692975e-4
Utah,Southeast Utah & Uintah Basin Region,9.647071534964846e-4,125,13001,381,90903.6853380158,76881.4285714287,62109.60000000001,75726.5805092186,129573,129573,1,747,872,46,8.026363517090752e-4
Oklahoma,Pottawatomie,9.50249551517735e-4,214,1100,600,91743.88048072938,78422.53333333334,64023.1,77829.22652300041,225204,124069,0.5509182785385695,919,1133,57,9.50249551517735e-4
Texas,Concho Valley COG & Permian Basin Regional Planning Commission,9.497964721845319e-4,91,2800,331,81826.67044840626,69047.61904761898,61111.07692307688,70917.53268503511,95810,95810,1,577,668,47,9.497964721845319e-4
Indiana,Johnson County,9.451395844207141e-4,134,2400,452,106938.72169268693,94274.05660377354,76223.95121951216,90306.65267050124,141778,141778,1,1369,1503,45,9.451395844207141e-4
Arizona,Pima County,9.433334304054982e-4,907,200,4074,93892.16538069588,75999.99999999981,60889.99999999977,77612.60286663403,961484,435760,0.45321607015821375,13025,13932,651,2.2985301887498908e-4
Ohio,"Seneca, Crawford & Wyandot Counties",9.395393717782687e-4,111,2300,300,82902.74626865672,79999.0000000001,67529,70454.38093116507,118143,118143,1,309,420,26,5.925023065268361e-4
Texas,East Texas COG,9.35198212364479e-4,113,1700,275,93253.44200554528,83923.43529411766,72263.68421052632,78717.67398336415,120830,120830,1,340,453,23,9.35198212364479e-4
Mississippi,South Region,9.343723234126152e-4,156,1800,495,84082.93613204162,72297.023255814,59119.36231884058,70524.85324721923,166957,166957,1,1564,1720,66,7.666644704924022e-4
Illinois,Peoria County,9.342208431343109e-4,168,1701,809,105519.36114943908,87583,72940.24096385542,89600.1527986082,179829,179829,1,2566,2734,106,9.342208431343109e-4
North Carolina,Burke & McDowell Counties,9.316206251332297e-4,118,2100,318,92355.35123661868,71987.125,60761.348837209305,79619.93816906608,126661,126661,1,576,694,34,7.26348284002179e-4
Washington,Chelan & Douglas Counties,9.232643581884982e-4,97,10300,323,98443.17819952974,84847.89743589744,67459.27631578947,79891.04719516292,105062,105062,1,650,747,42,7.804915192933696e-4
Texas,Houston-Galveston Area Council,9.205259109875668e-4,152,5000,379,112768.91928109727,100258.6666666667,79830.8,97208.41352672238,165123,165123,1,380,532,37,7.146187993192953e-4
Ohio,Hamilton County,9.190764689542881e-4,718,5500,4298,113018.64954771279,86175.46428571413,70229.53846153842,94863.9341371391,781219,461080,0.5902058193669125,12212,12930,599,-4.224167614970962e-5
New Jersey,Union County,9.174205610364728e-4,475,1800,2455,154602.58076718482,119225.18518518517,91275.82051282052,124272.64471895502,517756,517756,1,4601,5076,225,4.538817512496234e-4
Virginia,"Isle of Wight, Southampton Counties, Suffolk & Franklin Cities",9.159653448299611e-4,133,51145,667,109146.4871143717,100848.5384615385,77150.25000000006,87290.39117757713,145202,145202,1,1039,1172,69,3.9255657635569756e-4
Georgia,Northeast Georgia Regional Commission,9.143120911116438e-4,103,3900,358,96303.67472340426,86327.95121951218,69240.34285714287,78777.60221276595,112653,112653,1,421,524,27,9.143120911116438e-4
Colorado,Mesa County,9.075708397042124e-4,203,1000,835,83232.48849270665,67276.19753086421,53959.47500000003,67449.27085899514,223674,125384,0.5605658234752363,2548,2751,134,6.303817162477534e-4
California,Solano County,9.072652328606563e-4,370,9500,1503,114561.55056425191,100991.12676056339,76432.12500000019,89955.83407353476,407819,407819,1,4038,4408,217,3.629060931442625e-4
California,Ventura County,8.970253113822969e-4,705,11100,3591,131881.6685469314,110348.24999999558,82021.67441860463,101982.25573104693,785931,785931,1,8002,8707,410,4.237013172912126e-4
Louisiana,North Delta Regional Planning & Development District 1,8.966154477943945e-4,131,400,477,87439.24718777041,69962.37837837837,57173.75409836065,73655.88751081626,146105,146105,1,1290,1421,56,7.597275931692961e-4
Iowa,Southwest Iowa,8.954517807663716e-4,159,2100,651,95557.49549549549,82000,68945.66666666669,81482.61225225225,177564,177564,1,1135,1294,60,8.954517807663716e-4
North Carolina,Brunswick County,8.851875604050185e-4,98,4800,410,89270.25459779306,68860.52380952385,56224.96969696973,71568.54661762353,110711,110711,1,726,824,47,6.413093549873093e-4
North Dakota,East Central North Dakota,8.791208791208791e-4,112,200,567,79205.09187878788,68585.37037037035,59725.65306122446,69079.44678787878,127400,127400,1,782,894,54,8.791208791208791e-4
West Virginia,"Cabell, Wayne & Mason Counties",8.754763621382222e-4,136,800,479,89226.10574831693,72983.49999999993,61339.66346153838,77362.79016053859,155344,155344,1,1158,1294,55,8.754763621382222e-4
Maryland,Washington County,8.716216216216216e-4,129,200,484,108461.47116550888,96113.24999999997,78100.30769230767,88970.98224721578,148000,148000,1,887,1016,47,4.1216216216216216e-4
Illinois,Kane County,8.676754893669768e-4,434,3000,1673,133415.0699605887,112312.75,89316.18840579706,108761.54703747411,500187,500187,1,4457,4891,161,5.717861519791597e-4
Kentucky,Lincoln Trail Area Development District,8.619571767469889e-4,226,1290,613,93001.83456753555,79999.66666666667,66230.87500000003,79228.37425947867,262194,262194,1,1726,1952,85,3.3562934315811954e-4
Kansas,Southeast Kansas,8.564835007970054e-4,108,1500,375,74985.30294252172,66975,53922.205882352944,63875.668547034606,126097,126097,1,735,843,38,7.851098757305884e-4
Michigan,Northwest Lower Peninsula,8.562171640717579e-4,125,500,637,94279.54058868437,75696.61333333331,60707.5,78160.07871744847,145991,145991,1,1382,1507,69,7.740203163208691e-4
New Jersey,Camden County,8.503631196059637e-4,409,2100,2533,123353.4907411559,102393.84848484848,78669.76056338035,99233.64919517553,480971,480971,1,4633,5042,253,5.592852791540447e-4
Wisconsin,Waukesha County,8.397862924208e-4,326,70100,1730,132977.14293346484,113415,91854,111579.61093987589,388194,388194,1,4463,4789,164,6.414318613888932e-4
California,Placer County,8.3361881923033e-4,292,6100,1950,130122.97319396443,110541.99999999702,87531.63636363592,103409.75326645873,350280,350280,1,4624,4916,260,1.8271097407788055e-4
Texas,North Texas Regional Planning Commission,8.330829532107836e-4,122,600,538,90174.34268114767,80797.6666666669,65161.03030303048,74610.05284486951,146444,146444,1,652,774,65,8.330829532107836e-4
Texas,El Paso City,8.318413729430861e-4,637,3300,2221,87165.18209331651,72127,57916.71153846145,71867.30113493065,765771,614786,0.802832700637658,6264,6901,289,-2.0110450774448235e-4
California,Santa Cruz County,8.22837625414815e-4,212,8700,1315,123928.62909165303,100000,71587.63829787256,93420.45560556465,257645,257645,1,3086,3298,167,6.210095286149547e-4
Massachusetts,Middlesex County,8.225474268474329e-4,3896,390,31324,142119.33671345864,116587,91526.58064516168,115605.70167759068,4736505,958702,0.20240704907943727,71902,75798,3588,-1.9529167603538896e-4
New Jersey,Bergen County,8.104816370396769e-4,730,300,5944,155487.88019439875,123646.67857142857,92663.51851851828,123336.28803907611,900699,900699,1,12670,13400,599,-3.386258894480842e-4
Arkansas,"Garland, Hot Spring, Clark & Montgomery Counties",8.092712133378012e-4,128,1600,358,77091.85450928382,63767,55744.40000000003,64452.76379310345,158167,158167,1,786,914,38,8.092712133378012e-4
Texas,Permian Basin Regional Planning Commission,8.023842274186154e-4,112,3100,253,102850.16678687342,84752.66666666667,65937.22580645162,88141.00775333574,139584,139584,1,805,917,38,1.8626776707932142e-4
Florida,"Suwannee, Taylor, Madison, Hamilton & Lafayette Counties",7.996288142788039e-4,81,12100,146,76757.13774002955,71122.49999999999,56724.666666666664,65534.673929098964,101297,101297,1,203,284,13,7.996288142788039e-4
Florida,Osceola County,7.980064894489991e-4,212,9700,615,79020.07444569183,69095.11111111107,52862.339622641506,62744.023645804096,265662,265662,1,1959,2171,94,3.764181554004713e-5
Kansas,Shawnee,7.974999304505875e-4,172,800,903,90349.89975812954,79155.00000000016,62935.3061224493,75767.2475678581,215674,119042,0.5519534111668537,2194,2366,99,5.332121628012649e-4
Ohio,"Darke, Shelby & Preble Counties",7.947873406845196e-4,111,4500,451,90395.3558654635,84927.55172413794,69455.00000000007,76156.8607054963,139660,139660,1,451,562,33,7.947873406845196e-4
Virginia,Virginia's Region 2000,7.934303963184829e-4,100,51096,453,79892.19696641387,64526.315789473694,51579.98936170213,65176.06002166847,126035,126035,1,1565,1665,77,5.315983655333836e-4
Illinois,Macon County,7.868705035971223e-4,84,1500,406,106280.1788629954,86934.85185185197,73264.75,92180.83612884073,106752,106752,1,647,731,41,7.868705035971223e-4
Florida,Charlotte County,7.797848824844848e-4,121,1500,339,86001.44543106231,72127.48888888888,56974.92857142857,70127.89618986116,155171,155171,1,927,1048,60,6.508948192639088e-4
Ohio,Miami County,7.787138075059921e-4,77,4400,292,106038.280382098,96150.57407407407,77547.80487804874,90334.721209977,98881,98881,1,626,703,30,-1.1124482964371315e-4
Indiana,"Montgomery, Clinton, White, Carroll & Benton Counties",7.72695886627429e-4,94,1100,467,93473.36900742742,88491.27118644067,73872.54716981131,79997.74983119513,121652,121652,1,675,769,46,4.4388912636043795e-4
California,San Diego County,7.684403341821918e-4,2322,7300,14736,120839.62360003093,101264,75006.5555555565,92780.93867523296,3021705,3021705,1,52414,54736,2369,1.1615958539963365e-4
North Carolina,Rowan County,7.676069852235655e-4,100,3400,369,88260.05901836796,76035,59719.45945945946,74296.64980427582,130275,130275,1,581,681,40,7.676069852235655e-4
Iowa,"Bremer, Winneshiek, Fayette, Clayton, Allamakee, Chickasaw & Howard Counties",7.649951662393342e-4,91,400,459,78152.80237676056,72855.78571428571,58424.81481481482,64675.518926056335,118955,118955,1,631,722,41,6.473036022025136e-4
Texas,Coastal Bend COG,7.624398073836276e-4,95,6500,263,93699.16584351442,81628.69230769231,64093.5,76821.04263062126,124600,124600,1,528,623,30,6.982343499197432e-4
North Carolina,Catawba County,7.618812288938308e-4,111,2800,462,95613.78721587878,73175,60022.63636363635,81550.34809518728,145692,145692,1,1005,1116,43,7.618812288938308e-4
Texas,East Texas COG,7.464113090415896e-4,82,1300,247,86722.44930935626,78031.8,64693.95384615384,72780.65102945009,109859,109859,1,425,507,28,7.464113090415896e-4
California,Lake & Mendocino Counties,7.336398317519319e-4,105,3300,326,74050.71871721864,57271.17999999998,41855.99999999996,56879.89120335681,143122,143122,1,1093,1198,43,2.3755956456729223e-4
New York,Warren & Washington Counties,7.333009252774597e-4,89,300,584,99679.48204091341,81104,64793.16666666665,82489.97442911513,121369,121369,1,892,981,56,7.333009252774597e-4
Alabama,Lee County,7.320443878877441e-4,107,1900,510,100722.56127433112,80739.65384615399,66031.33734939761,85151.9292119268,146166,146166,1,2386,2493,88,-4.104921801239686e-4
Louisiana,Capital Region Planning Commission 1,7.272132280086175e-4,80,1400,297,98928.53281468182,86540.29268292678,70146.6999999999,83632.34849391582,110009,110009,1,411,491,22,7.272132280086175e-4
Ohio,Richland County,7.246075042685212e-4,87,2200,258,78209.2927052786,67929,59025.40869565218,66021.5771627566,120065,120065,1,627,714,25,6.246616416107941e-4
Mississippi,Central Region,7.221051488928901e-4,306,990,1847,95091.02328568696,73123.52727272734,58479.4155844156,79615.53086993359,423761,423761,1,4076,4382,186,4.955623570833559e-4
Virginia,George Washington Regional Commission,7.133694189793811e-4,114,51115,921,137065.33964972725,125873.5357142848,99326.23999999979,111559.51570485214,159805,159805,1,2386,2500,110,-4.693219861706455e-4
North Carolina,Davidson County,7.028685824019278e-4,112,3500,421,86932.17404916511,77557.58823529408,63886.303030303025,72887.49315862708,159347,159347,1,859,971,33,7.028685824019278e-4
Wisconsin,Dodge & Jefferson Counties,7.025718935213264e-4,117,1001,538,94689.3483701367,84904.38709677421,67132.9523809524,78300.81083070452,166531,166531,1,750,867,47,7.025718935213264e-4
Michigan,Calhoun & Barry Counties,7.022471910112359e-4,132,2000,565,99353.55974195962,84471.66666666717,71462.33333333333,84270.19025804038,187968,187968,1,1353,1485,64,6.490466462376575e-4
California,Stanislaus County,6.915031549831446e-4,352,9900,1084,103587.83748202732,89117.32110091762,69565.95238095243,83751.98845255212,509036,509036,1,2359,2711,128,6.915031549831446e-4
New York,Dutchess County,6.905084876462073e-4,197,2800,1572,125364.86676680435,106449,82063.99999999975,99948.49455501314,285297,285297,1,2762,2959,143,1.226791729320673e-4
Minnesota,"Mower, Steele, Freeborn & Dodge Counties",6.860814257579182e-4,85,2400,516,95133.33857500696,89901,73600.18181818181,79495.51001948233,123892,123892,1,577,662,43,6.860814257579182e-4
Georgia,Coastal Regional Commission,6.813745350079187e-4,74,200,366,87062.13292625645,77293.93617021276,62261,69693.35697510568,108604,108604,1,1366,1440,68,-5.064270192626423e-4
North Carolina,Sampson & Duplin Counties,6.777716952112823e-4,78,3900,274,84828.54658197217,74294.71428571428,59707.66666666671,72425.36327888687,115083,115083,1,359,437,23,6.777716952112823e-4
New York,Oneida County,6.726026519761707e-4,252,400,1815,96260.63188779757,78986,64477.59999999971,81394.74392375562,374664,153738,0.4103356607520338,2430,2682,160,3.3363226784532274e-4
Missouri,Greene County,6.665290499722694e-4,268,2600,1344,86211.97785327796,68897.74193548378,55962.499999999956,72367.19869133006,402083,245901,0.6115677608851904,3888,4156,172,5.919175891544781e-4
Kentucky,FIVCO Area Development District,6.642311524410495e-4,88,2800,335,95540.09430727024,85870.3333333334,73372.4285714286,82424.91529492455,132484,132484,1,454,542,29,6.642311524410495e-4
Ohio,Mahoning County,6.578324766123243e-4,285,1490,1321,91041.87892428439,75260.04255319145,63014.813559322014,77718.02666204986,433241,187978,0.4338878361004614,2222,2507,105,5.908951368868597e-4
Arizona,Navajo & Apache Counties,6.524231919969422e-4,99,300,450,77945.43769716089,61916.7058823531,54728.53333333362,67900.19085173501,151742,151742,1,602,701,55,3.3609679587721263e-4
Tennessee,Knox County,6.479231308557715e-4,341,1600,2844,99105.83038787269,79340,64737.722222221964,83351.3552728257,526297,251635,0.47812356901141373,6930,7271,371,1.520054265937294e-5
Iowa,Scott County,6.46388760153182e-4,106,900,609,109853.52318919245,94059.50793650794,77644.80000000015,93024.08660515047,163988,163988,1,1896,2002,67,2.4392028685025734e-4
Iowa,"Marshall, Benton, Poweshiek, Tama & Iowa Counties",6.43043286966528e-4,76,1200,395,95258.2589234312,85138.88888888886,72886.43478260869,80546.1552964882,118188,118188,1,536,612,32,5.838156157985582e-4
Nebraska,South Central Nebraska,6.412095236488196e-4,76,500,489,92527.2893989071,79665.5199999999,68795.14736842105,78597.0087431694,118526,118526,1,1245,1321,58,6.412095236488196e-4
Texas,East Texas COG,6.389454037966808e-4,76,1600,283,102139.45298013245,86074,63877.42622950819,85782.97218543047,118946,118946,1,923,999,39,-1.092932927546954e-4
Florida,Brevard County,6.368406452797606e-4,326,900,2183,99696.64071317377,85673.63636363634,68942.36666666667,81994.89815625608,511902,511902,1,4980,5306,266,4.102347714992323e-4
Georgia,Northwest Georgia Regional Commission,6.294339800228244e-4,107,2800,337,97117.3203868104,82901.9607843137,64849.69841269841,81207.29311984782,169994,169994,1,457,564,32,6.294339800228244e-4
Oregon,"Klamath, Malheur, Lake & Harney Counties",6.28152140269104e-4,69,300,370,78171.5032831209,69021.59999999999,53953.49999999984,63862.0247199691,109846,109846,1,592,661,49,2.913169346175555e-4
Pennsylvania,Beaver County,6.190730787629795e-4,154,1500,1021,100159.34835224203,87584,72333.33333333344,85427.2867639114,248759,146084,0.5872511145325395,1640,1794,81,6.190730787629795e-4
Arkansas,"Pope, Johnson, Yell, Conway & Perry Counties",6.128962336779006e-4,82,1300,362,81266.35502866884,65645.56521739131,56124.12500000001,69786.0537734387,133791,133791,1,612,694,38,6.128962336779006e-4
New York,Rensselaer County,6.07663018533722e-4,94,1900,763,106137.52212203816,91311.23076923074,72584.5,87691.46131264415,154691,154691,1,1386,1480,73,2.327220070980212e-4
Pennsylvania,Dauphin County,5.989907006693721e-4,160,2400,1051,105490.12173670805,85160,70264.38333333333,89093.92020853232,267116,267116,1,2892,3052,119,-4.0806241483100976e-4
Georgia,Atlanta Regional Commission,5.884330867518494e-4,133,3100,878,117565.43326336045,104536,85285.17073170716,97981.04228986267,226024,226024,1,2432,2565,87,3.495204049127526e-4
Mississippi,Three Rivers Region,5.879370025501767e-4,80,500,405,90067.61167586407,76035,61669.45454545456,75821.41417368574,136069,136069,1,908,988,55,3.013177138069656e-4
Illinois,Stephenson & Ogle Counties,5.794642025641291e-4,56,2700,375,85148.10527253295,80435.85714285706,65490.59999999997,71241.0308158176,96641,96641,1,730,786,42,5.794642025641291e-4
California,Riverside County,5.765049317974916e-4,1226,6500,5820,108360.39245276048,93037,70238.6000000001,83795.27300097897,2126608,2126608,1,13059,14285,762,4.152152159683402e-4
Mississippi,Central Region,5.712120770553434e-4,98,1300,620,100752.32037426562,84049,67564.66666666666,85569.72227460651,171565,171565,1,2255,2353,83,4.313234051234226e-4
Washington,Yakima County,5.667230527481775e-4,132,10900,451,96303.63227326266,78098.68421052636,63034.80769230772,80537.51354534746,232918,232918,1,1074,1206,57,7.728041628384238e-5
Oregon,Jackson County,5.612118202135585e-4,113,900,569,81491.5748115372,66976,51681.152542372874,63962.01728941331,201350,201350,1,1752,1865,78,4.7678172336727094e-4
Texas,Panhandle Regional Planning Commission,5.582550542020086e-4,98,100,680,91049.80516431924,84180.85714285709,71481.07142857139,78074.27347417841,175547,175547,1,741,839,72,5.468620939121717e-4
Indiana,Clark County,5.577350285957366e-4,59,3600,330,88340.20432416954,76975.10638297873,62634.65573770499,74806.73181557846,105785,105785,1,666,725,33,5.577350285957366e-4
Virginia,Crater Planning District Commission,5.562845032439852e-4,92,51135,456,84630.16797110175,75611.42857142857,62356.112676056335,70273.55147501505,165383,165383,1,1031,1123,61,7.860541893665008e-5
Iowa,Northwest Central Iowa,5.443171663010805e-4,67,1900,526,77752.8587398374,65900,55351.296296296285,66398.375,123090,123090,1,563,630,54,5.036964822487611e-4
Tennessee,"Maury, Bedford & Marshall Counties",5.403223302176816e-4,87,2700,386,94544.08506389776,79248.6451612903,64957.178571428565,80148.46685303515,161015,161015,1,1007,1094,54,4.906375182436419e-4
Minnesota,West Central Minnesota,5.40077995679376e-4,77,800,789,100479.74238987705,85437.00000000012,71218.79032258067,84734.00620747285,142572,142572,1,825,902,73,5.40077995679376e-4
Florida,Orange County,5.327900147862245e-4,614,9500,5373,99285.5544628957,76581.99999999919,59632.82926829251,80586.13277114686,1152424,1152424,1,19112,19726,868,-6.560085524077943e-4
New York,Ontario & Yates Counties,5.316046338203914e-4,72,1400,702,113566.95522781143,94082,76915.57446808503,95446.70766394521,135439,135439,1,1212,1284,75,4.0608687305724347e-4
Connecticut,New London County,5.284560463242322e-4,141,1100,1511,119831.87741301356,104536,83242.29787234063,96705.63923727148,266815,266815,1,2384,2525,143,1.3867286321983397e-4
Florida,Polk County,5.240162303405397e-4,296,10500,1830,89184.65661449001,75815.17241379367,61825.40000000003,73739.89593968695,564868,564868,1,3757,4053,230,9.913820574010212e-5
Arizona,Yavapai County,5.220731572972895e-4,109,500,445,78698.8629866466,64997.68421052623,51578.666666666664,64091.07588865902,208783,208783,1,1616,1725,59,5.220731572972895e-4
North Carolina,Cumberland County,5.047359968535938e-4,154,5000,1202,80780.63911591528,69652.18918918991,54095.17241379314,65814.09811934266,305110,305110,1,4569,4723,243,-8.259316312149717e-4
Pennsylvania,York County,5.01778395989507e-4,215,3600,1331,108629.30225859248,93564.44444444444,74978.01503759397,89677.84798690671,428476,428476,1,2988,3203,112,1.0735723821170848e-4
Maine,Penobscot County,4.996269908082322e-4,73,300,489,90771.87716138328,75912.26174496642,61323.27659574467,75785.82889048991,146109,146109,1,1391,1464,47,4.996269908082322e-4
California,Los Angeles County,4.985380765844328e-4,4639,3700,44694,117648.76762345716,91138,66319.27419354828,89947.00869148005,9305207,9305207,1,125711,130350,6422,-1.634568688262389e-4
Maryland,Frederick County,4.955958603169315e-4,119,300,1807,129398.26675474814,116372.61538461545,90854.8571428571,104447.42322047894,240115,240115,1,3075,3194,193,9.995210628240635e-5
Alabama,DeKalb & Jackson Counties,4.916056024487524e-4,53,400,207,80727.83397413492,72495.5,58353.13333333333,67830.95875567984,107810,107810,1,233,286,16,3.2464520916427046e-4
Utah,Southwest & South Central Utah,4.909971639417546e-4,67,21001,444,73016.5193772212,66675.74999999993,54283.82608695651,60193.003384667456,136457,136457,1,828,895,50,4.909971639417546e-4
Kentucky,Big Sandy Area Development District,4.868449021853165e-4,71,1100,229,87685.72085276482,66543.78461538463,57968.31372549021,75641.66222518322,145837,145837,1,405,476,20,4.868449021853165e-4
Wisconsin,Rock County,4.8609269850889486e-4,77,2400,395,96709.53806841886,81842.72000000009,67863.275862069,81942.5681059658,158406,158406,1,918,995,31,4.355895610014772e-4
Georgia,Atlanta Regional Commission,4.7619633562613053e-4,387,4007,3796,103722.14086277019,86173,68818.0821917817,84997.25186217611,812690,812690,1,10121,10508,437,-7.136792626954927e-5
Arizona,Pinal County,4.739900656876644e-4,219,800,907,88413.27349020024,76035,63595.875,73665.28560046741,462035,355304,0.7689980196305475,2898,3117,130,3.1599337712510955e-4
Louisiana,Capital Region Planning Commission 5,4.7146289496350697e-4,52,1600,296,115700.74258071529,109763,89055.22222222222,98127.5220132623,110295,110295,1,780,832,27,1.994650709460991e-4
New York,Saratoga County,4.693274037081421e-4,103,1800,1302,125102.0247860067,104536,83972.51515151511,103586.8657238556,219463,219463,1,3108,3211,136,4.5565767350305064e-6
California,Nevada & Sierra Counties,4.64311341859778e-4,44,5700,373,95944.5320099908,78422.10344827594,54449.875,72199.98356776653,94764,94764,1,849,893,43,-1.0552530496813136e-4
Montana,Southwest Montana,4.6081998445592293e-4,67,300,611,85664.71146939711,71085.96153846153,58446.29729729729,72197.66447619775,145393,145393,1,1770,1837,76,3.4389551078800216e-4
Wisconsin,St. Croix & Dunn Counties,4.582321404023278e-4,60,55102,623,107702.46942346657,96018.51851851853,75107.82608695653,89154.54310186038,130938,130938,1,1299,1359,61,4.582321404023278e-4
South Carolina,"Orangeburg, Colleton, Barnwell, Hampton, Bamberg & Allendale Counties",4.546710253694922e-4,79,1300,470,73850.90592203898,63170.9444444446,52328.66666666679,61498.378185907044,173752,173752,1,704,783,36,4.374050370643216e-4
Washington,Clark County,4.388419217096724e-4,189,11100,1870,107578.30734885966,91746.99999999984,75122,87893.64281404609,430679,430679,1,3995,4184,220,1.7878744958542208e-4
Indiana,"Noble, DeKalb, LaGrange & Steuben Counties",4.3884120844330486e-4,70,600,401,91590.03498542274,80931.81818181806,68089.37499999997,78886.86647230321,159511,159511,1,615,685,38,4.3884120844330486e-4
Ohio,"Auglaize, Mercer & Van Wert Counties",4.376855872710733e-4,51,2600,396,94724.7126479985,82031.34482758623,69006.15384615387,81613.93572636723,116522,116522,1,591,642,45,-3.432828135459398e-4
South Dakota,West South Dakota,4.2673767581592243e-4,75,100,478,80059.08350078143,65339.68749999999,51081.66666666666,64901.276847510606,175752,175752,1,1765,1840,62,1.3655605626109517e-4
Vermont,Southwest Vermont,4.205954101569968e-4,55,400,711,88414.49030757301,78401.42857142857,58289.72727272724,69982.86973378134,130767,130767,1,1099,1154,59,4.205954101569968e-4
